date,stock_ticker,company_name,exchange,country,currency,region,sector,beta,market_cap_bn,quarterly_return_pct,world_gdp_growth,us_fed_rate,us_cpi,vix,usd_index,oil_price_usd,gold_price_usd,geopolitical_risk,global_trade_vol,em_currency_idx
2023-07-01,INFO_BSE,Infosys,BSE,India,INR,Asia,Industrials,1.03,94.2,-4.562,2.1,5.0,4.0,17,100,70,1920,165,2.8,91
2023-10-01,INFO_BSE,Infosys,BSE,India,INR,Asia,Industrials,1.03,94.2,9.746,1.9,5.25,3.2,14,103,75,2000,160,3.0,90
2019-01-01,HDFC_BSE,HDFC,BSE,India,INR,Asia,Energy,1.34,125.8,7.199,3.1,2.25,1.6,16,96,55,1290,110,2.2,100
2019-04-01,HDFC_BSE,HDFC,BSE,India,INR,Asia,Energy,1.34,125.8,7.66,3.0,2.5,1.9,13,97,62,1310,112,2.5,98
2019-07-01,HDFC_BSE,HDFC,BSE,India,INR,Asia,Energy,1.34,125.8,-0.057,2.9,2.25,1.8,15,98,60,1490,115,1.5,95
2019-10-01,HDFC_BSE,HDFC,BSE,India,INR,Asia,Energy,1.34,125.8,1.108,2.8,1.75,2.1,17,97,56,1480,118,0.8,97
2020-01-01,HDFC_BSE,HDFC,BSE,India,INR,Asia,Energy,1.34,125.8,0.963,1.5,1.5,2.3,28,99,45,1580,130,-0.5,96
2020-04-01,HDFC_BSE,HDFC,BSE,India,INR,Asia,Energy,1.34,125.8,-12.135,-6.5,0.25,0.1,55,100,20,1710,125,-15.0,88
2020-07-01,HDFC_BSE,HDFC,BSE,India,INR,Asia,Energy,1.34,125.8,-3.117,-4.0,0.25,1.2,26,93,38,1900,120,3.0,90
2020-10-01,HDFC_BSE,HDFC,BSE,India,INR,Asia,Energy,1.34,125.8,-5.095,-1.8,0.25,1.4,22,90,42,1870,115,4.2,93
2021-01-01,HDFC_BSE,HDFC,BSE,India,INR,Asia,Energy,1.34,125.8,9.574,5.5,0.25,1.7,21,89,52,1820,112,7.5,95
2021-04-01,HDFC_BSE,HDFC,BSE,India,INR,Asia,Energy,1.34,125.8,1.381,5.0,0.25,5.0,17,91,62,1780,110,8.0,97
2021-07-01,HDFC_BSE,HDFC,BSE,India,INR,Asia,Energy,1.34,125.8,-1.645,4.5,0.25,6.2,18,93,74,1760,108,6.5,96
2021-10-01,HDFC_BSE,HDFC,BSE,India,INR,Asia,Energy,1.34,125.8,9.286,4.2,0.25,7.0,17,96,80,1820,112,5.8,94
2022-01-01,HDFC_BSE,HDFC,BSE,India,INR,Asia,Energy,1.34,125.8,-0.354,3.8,0.25,7.9,24,98,95,1900,165,3.5,92
2022-04-01,HDFC_BSE,HDFC,BSE,India,INR,Asia,Energy,1.34,125.8,1.7,3.5,0.5,8.5,26,103,105,1870,200,2.5,88
2022-07-01,HDFC_BSE,HDFC,BSE,India,INR,Asia,Energy,1.34,125.8,-3.253,3.0,1.5,8.3,30,108,95,1720,195,1.8,85
2022-10-01,HDFC_BSE,HDFC,BSE,India,INR,Asia,Energy,1.34,125.8,-3.073,2.8,3.0,7.1,22,104,82,1800,180,2.0,88
2023-01-01,HDFC_BSE,HDFC,BSE,India,INR,Asia,Energy,1.34,125.8,0.254,2.5,4.25,6.4,21,102,78,1850,175,2.2,87
2023-04-01,HDFC_BSE,HDFC,BSE,India,INR,Asia,Energy,1.34,125.8,0.316,2.3,4.75,5.0,19,101,73,1960,170,2.5,89
2023-07-01,HDFC_BSE,HDFC,BSE,India,INR,Asia,Energy,1.34,125.8,6.0,2.1,5.0,4.0,17,100,70,1920,165,2.8,91
2023-10-01,HDFC_BSE,HDFC,BSE,India,INR,Asia,Energy,1.34,125.8,4.019,1.9,5.25,3.2,14,103,75,2000,160,3.0,90
2019-01-01,WIPR_BSE,Wipro,BSE,India,INR,Asia,Consumer,0.89,299.8,3.259,3.1,2.25,1.6,16,96,55,1290,110,2.2,100
2019-04-01,WIPR_BSE,Wipro,BSE,India,INR,Asia,Consumer,0.89,299.8,5.459,3.0,2.5,1.9,13,97,62,1310,112,2.5,98
2019-07-01,WIPR_BSE,Wipro,BSE,India,INR,Asia,Consumer,0.89,299.8,2.97,2.9,2.25,1.8,15,98,60,1490,115,1.5,95
2019-10-01,WIPR_BSE,Wipro,BSE,India,INR,Asia,Consumer,0.89,299.8,4.167,2.8,1.75,2.1,17,97,56,1480,118,0.8,97
2020-01-01,WIPR_BSE,Wipro,BSE,India,INR,Asia,Consumer,0.89,299.8,-0.548,1.5,1.5,2.3,28,99,45,1580,130,-0.5,96
2020-04-01,WIPR_BSE,Wipro,BSE,India,INR,Asia,Consumer,0.89,299.8,-4.723,-6.5,0.25,0.1,55,100,20,1710,125,-15.0,88
2020-07-01,WIPR_BSE,Wipro,BSE,India,INR,Asia,Consumer,0.89,299.8,-8.752,-4.0,0.25,1.2,26,93,38,1900,120,3.0,90
2020-10-01,WIPR_BSE,Wipro,BSE,India,INR,Asia,Consumer,0.89,299.8,-8.349,-1.8,0.25,1.4,22,90,42,1870,115,4.2,93
2021-01-01,WIPR_BSE,Wipro,BSE,India,INR,Asia,Consumer,0.89,299.8,11.44,5.5,0.25,1.7,21,89,52,1820,112,7.5,95
2021-04-01,WIPR_BSE,Wipro,BSE,India,INR,Asia,Consumer,0.89,299.8,8.772,5.0,0.25,5.0,17,91,62,1780,110,8.0,97
2021-07-01,WIPR_BSE,Wipro,BSE,India,INR,Asia,Consumer,0.89,299.8,1.007,4.5,0.25,6.2,18,93,74,1760,108,6.5,96
2021-10-01,WIPR_BSE,Wipro,BSE,India,INR,Asia,Consumer,0.89,299.8,8.028,4.2,0.25,7.0,17,96,80,1820,112,5.8,94
2022-01-01,WIPR_BSE,Wipro,BSE,India,INR,Asia,Consumer,0.89,299.8,9.443,3.8,0.25,7.9,24,98,95,1900,165,3.5,92
2022-04-01,WIPR_BSE,Wipro,BSE,India,INR,Asia,Consumer,0.89,299.8,0.506,3.5,0.5,8.5,26,103,105,1870,200,2.5,88
2022-07-01,WIPR_BSE,Wipro,BSE,India,INR,Asia,Consumer,0.89,299.8,9.536,3.0,1.5,8.3,30,108,95,1720,195,1.8,85
2022-10-01,WIPR_BSE,Wipro,BSE,India,INR,Asia,Consumer,0.89,299.8,3.535,2.8,3.0,7.1,22,104,82,1800,180,2.0,88
2023-01-01,WIPR_BSE,Wipro,BSE,India,INR,Asia,Consumer,0.89,299.8,-1.602,2.5,4.25,6.4,21,102,78,1850,175,2.2,87
2023-04-01,WIPR_BSE,Wipro,BSE,India,INR,Asia,Consumer,0.89,299.8,-0.202,2.3,4.75,5.0,19,101,73,1960,170,2.5,89
2023-07-01,WIPR_BSE,Wipro,BSE,India,INR,Asia,Consumer,0.89,299.8,-2.604,2.1,5.0,4.0,17,100,70,1920,165,2.8,91
2023-10-01,WIPR_BSE,Wipro,BSE,India,INR,Asia,Consumer,0.89,299.8,-1.526,1.9,5.25,3.2,14,103,75,2000,160,3.0,90
2019-01-01,ICIC_BSE,ICICI,BSE,India,INR,Asia,Telecom,1.75,60.7,9.821,3.1,2.25,1.6,16,96,55,1290,110,2.2,100
2019-04-01,ICIC_BSE,ICICI,BSE,India,INR,Asia,Telecom,1.75,60.7,4.607,3.0,2.5,1.9,13,97,62,1310,112,2.5,98
2019-07-01,ICIC_BSE,ICICI,BSE,India,INR,Asia,Telecom,1.75,60.7,5.486,2.9,2.25,1.8,15,98,60,1490,115,1.5,95
2019-10-01,ICIC_BSE,ICICI,BSE,India,INR,Asia,Telecom,1.75,60.7,1.689,2.8,1.75,2.1,17,97,56,1480,118,0.8,97
2020-01-01,ICIC_BSE,ICICI,BSE,India,INR,Asia,Telecom,1.75,60.7,4.386,1.5,1.5,2.3,28,99,45,1580,130,-0.5,96
2020-04-01,ICIC_BSE,ICICI,BSE,India,INR,Asia,Telecom,1.75,60.7,-10.062,-6.5,0.25,0.1,55,100,20,1710,125,-15.0,88
2020-07-01,ICIC_BSE,ICICI,BSE,India,INR,Asia,Telecom,1.75,60.7,-9.404,-4.0,0.25,1.2,26,93,38,1900,120,3.0,90
2020-10-01,ICIC_BSE,ICICI,BSE,India,INR,Asia,Telecom,1.75,60.7,0.429,-1.8,0.25,1.4,22,90,42,1870,115,4.2,93
2021-01-01,ICIC_BSE,ICICI,BSE,India,INR,Asia,Telecom,1.75,60.7,9.312,5.5,0.25,1.7,21,89,52,1820,112,7.5,95
2021-04-01,ICIC_BSE,ICICI,BSE,India,INR,Asia,Telecom,1.75,60.7,9.85,5.0,0.25,5.0,17,91,62,1780,110,8.0,97
2021-07-01,ICIC_BSE,ICICI,BSE,India,INR,Asia,Telecom,1.75,60.7,6.545,4.5,0.25,6.2,18,93,74,1760,108,6.5,96
2021-10-01,ICIC_BSE,ICICI,BSE,India,INR,Asia,Telecom,1.75,60.7,10.479,4.2,0.25,7.0,17,96,80,1820,112,5.8,94
2022-01-01,ICIC_BSE,ICICI,BSE,India,INR,Asia,Telecom,1.75,60.7,3.371,3.8,0.25,7.9,24,98,95,1900,165,3.5,92
2022-04-01,ICIC_BSE,ICICI,BSE,India,INR,Asia,Telecom,1.75,60.7,7.347,3.5,0.5,8.5,26,103,105,1870,200,2.5,88
2022-07-01,ICIC_BSE,ICICI,BSE,India,INR,Asia,Telecom,1.75,60.7,-2.119,3.0,1.5,8.3,30,108,95,1720,195,1.8,85
2022-10-01,ICIC_BSE,ICICI,BSE,India,INR,Asia,Telecom,1.75,60.7,-0.363,2.8,3.0,7.1,22,104,82,1800,180,2.0,88
2023-01-01,ICIC_BSE,ICICI,BSE,India,INR,Asia,Telecom,1.75,60.7,1.986,2.5,4.25,6.4,21,102,78,1850,175,2.2,87
2023-04-01,ICIC_BSE,ICICI,BSE,India,INR,Asia,Telecom,1.75,60.7,1.72,2.3,4.75,5.0,19,101,73,1960,170,2.5,89
2023-07-01,ICIC_BSE,ICICI,BSE,India,INR,Asia,Telecom,1.75,60.7,7.925,2.1,5.0,4.0,17,100,70,1920,165,2.8,91
2023-10-01,ICIC_BSE,ICICI,BSE,India,INR,Asia,Telecom,1.75,60.7,6.371,1.9,5.25,3.2,14,103,75,2000,160,3.0,90
2019-01-01,HUL_BSE,HUL,BSE,India,INR,Asia,Energy,0.87,173.3,2.219,3.1,2.25,1.6,16,96,55,1290,110,2.2,100
2019-04-01,HUL_BSE,HUL,BSE,India,INR,Asia,Energy,0.87,173.3,3.043,3.0,2.5,1.9,13,97,62,1310,112,2.5,98
2019-07-01,HUL_BSE,HUL,BSE,India,INR,Asia,Energy,0.87,173.3,-2.163,2.9,2.25,1.8,15,98,60,1490,115,1.5,95
2019-10-01,HUL_BSE,HUL,BSE,India,INR,Asia,Energy,0.87,173.3,12.333,2.8,1.75,2.1,17,97,56,1480,118,0.8,97
2020-01-01,HUL_BSE,HUL,BSE,India,INR,Asia,Energy,0.87,173.3,0.386,1.5,1.5,2.3,28,99,45,1580,130,-0.5,96
2020-04-01,HUL_BSE,HUL,BSE,India,INR,Asia,Energy,0.87,173.3,-10.793,-6.5,0.25,0.1,55,100,20,1710,125,-15.0,88
2020-07-01,HUL_BSE,HUL,BSE,India,INR,Asia,Energy,0.87,173.3,-9.705,-4.0,0.25,1.2,26,93,38,1900,120,3.0,90
2020-10-01,HUL_BSE,HUL,BSE,India,INR,Asia,Energy,0.87,173.3,-4.931,-1.8,0.25,1.4,22,90,42,1870,115,4.2,93
2021-01-01,HUL_BSE,HUL,BSE,India,INR,Asia,Energy,0.87,173.3,5.378,5.5,0.25,1.7,21,89,52,1820,112,7.5,95
2021-04-01,HUL_BSE,HUL,BSE,India,INR,Asia,Energy,0.87,173.3,9.405,5.0,0.25,5.0,17,91,62,1780,110,8.0,97
2021-07-01,HUL_BSE,HUL,BSE,India,INR,Asia,Energy,0.87,173.3,6.756,4.5,0.25,6.2,18,93,74,1760,108,6.5,96
2021-10-01,HUL_BSE,HUL,BSE,India,INR,Asia,Energy,0.87,173.3,-2.632,4.2,0.25,7.0,17,96,80,1820,112,5.8,94
2022-01-01,HUL_BSE,HUL,BSE,India,INR,Asia,Energy,0.87,173.3,-0.536,3.8,0.25,7.9,24,98,95,1900,165,3.5,92
2022-04-01,HUL_BSE,HUL,BSE,India,INR,Asia,Energy,0.87,173.3,-4.295,3.5,0.5,8.5,26,103,105,1870,200,2.5,88
2022-07-01,HUL_BSE,HUL,BSE,India,INR,Asia,Energy,0.87,173.3,0.577,3.0,1.5,8.3,30,108,95,1720,195,1.8,85
2022-10-01,HUL_BSE,HUL,BSE,India,INR,Asia,Energy,0.87,173.3,-4.822,2.8,3.0,7.1,22,104,82,1800,180,2.0,88
2023-01-01,HUL_BSE,HUL,BSE,India,INR,Asia,Energy,0.87,173.3,-5.012,2.5,4.25,6.4,21,102,78,1850,175,2.2,87
2023-04-01,HUL_BSE,HUL,BSE,India,INR,Asia,Energy,0.87,173.3,-0.076,2.3,4.75,5.0,19,101,73,1960,170,2.5,89
2023-07-01,HUL_BSE,HUL,BSE,India,INR,Asia,Energy,0.87,173.3,-2.278,2.1,5.0,4.0,17,100,70,1920,165,2.8,91
2023-10-01,HUL_BSE,HUL,BSE,India,INR,Asia,Energy,0.87,173.3,3.083,1.9,5.25,3.2,14,103,75,2000,160,3.0,90
2019-01-01,BAJA_BSE,BajajFinance,BSE,India,INR,Asia,Energy,0.97,476.1,0.73,3.1,2.25,1.6,16,96,55,1290,110,2.2,100
2019-04-01,BAJA_BSE,BajajFinance,BSE,India,INR,Asia,Energy,0.97,476.1,10.157,3.0,2.5,1.9,13,97,62,1310,112,2.5,98
2019-07-01,BAJA_BSE,BajajFinance,BSE,India,INR,Asia,Energy,0.97,476.1,10.861,2.9,2.25,1.8,15,98,60,1490,115,1.5,95
2019-10-01,BAJA_BSE,BajajFinance,BSE,India,INR,Asia,Energy,0.97,476.1,21.387,2.8,1.75,2.1,17,97,56,1480,118,0.8,97
2020-01-01,BAJA_BSE,BajajFinance,BSE,India,INR,Asia,Energy,0.97,476.1,3.689,1.5,1.5,2.3,28,99,45,1580,130,-0.5,96
2020-04-01,BAJA_BSE,BajajFinance,BSE,India,INR,Asia,Energy,0.97,476.1,-4.89,-6.5,0.25,0.1,55,100,20,1710,125,-15.0,88
2020-07-01,BAJA_BSE,BajajFinance,BSE,India,INR,Asia,Energy,0.97,476.1,-1.175,-4.0,0.25,1.2,26,93,38,1900,120,3.0,90
2020-10-01,BAJA_BSE,BajajFinance,BSE,India,INR,Asia,Energy,0.97,476.1,-4.433,-1.8,0.25,1.4,22,90,42,1870,115,4.2,93
2021-01-01,BAJA_BSE,BajajFinance,BSE,India,INR,Asia,Energy,0.97,476.1,1.001,5.5,0.25,1.7,21,89,52,1820,112,7.5,95
2021-04-01,BAJA_BSE,BajajFinance,BSE,India,INR,Asia,Energy,0.97,476.1,4.665,5.0,0.25,5.0,17,91,62,1780,110,8.0,97
2021-07-01,BAJA_BSE,BajajFinance,BSE,India,INR,Asia,Energy,0.97,476.1,-0.499,4.5,0.25,6.2,18,93,74,1760,108,6.5,96
2021-10-01,BAJA_BSE,BajajFinance,BSE,India,INR,Asia,Energy,0.97,476.1,3.887,4.2,0.25,7.0,17,96,80,1820,112,5.8,94
2022-01-01,BAJA_BSE,BajajFinance,BSE,India,INR,Asia,Energy,0.97,476.1,7.419,3.8,0.25,7.9,24,98,95,1900,165,3.5,92
2022-04-01,BAJA_BSE,BajajFinance,BSE,India,INR,Asia,Energy,0.97,476.1,-1.245,3.5,0.5,8.5,26,103,105,1870,200,2.5,88
2022-07-01,BAJA_BSE,BajajFinance,BSE,India,INR,Asia,Energy,0.97,476.1,-0.59,3.0,1.5,8.3,30,108,95,1720,195,1.8,85
2022-10-01,BAJA_BSE,BajajFinance,BSE,India,INR,Asia,Energy,0.97,476.1,0.198,2.8,3.0,7.1,22,104,82,1800,180,2.0,88
2023-01-01,BAJA_BSE,BajajFinance,BSE,India,INR,Asia,Energy,0.97,476.1,3.511,2.5,4.25,6.4,21,102,78,1850,175,2.2,87
2023-04-01,BAJA_BSE,BajajFinance,BSE,India,INR,Asia,Energy,0.97,476.1,6.681,2.3,4.75,5.0,19,101,73,1960,170,2.5,89
2023-07-01,BAJA_BSE,BajajFinance,BSE,India,INR,Asia,Energy,0.97,476.1,-4.822,2.1,5.0,4.0,17,100,70,1920,165,2.8,91
2023-10-01,BAJA_BSE,BajajFinance,BSE,India,INR,Asia,Energy,0.97,476.1,-4.577,1.9,5.25,3.2,14,103,75,2000,160,3.0,90
2019-01-01,SBI_BSE,SBI,BSE,India,INR,Asia,Technology,1.44,211.3,4.588,3.1,2.25,1.6,16,96,55,1290,110,2.2,100
2019-04-01,SBI_BSE,SBI,BSE,India,INR,Asia,Technology,1.44,211.3,3.214,3.0,2.5,1.9,13,97,62,1310,112,2.5,98
2019-07-01,SBI_BSE,SBI,BSE,India,INR,Asia,Technology,1.44,211.3,2.564,2.9,2.25,1.8,15,98,60,1490,115,1.5,95
2019-10-01,SBI_BSE,SBI,BSE,India,INR,Asia,Technology,1.44,211.3,6.568,2.8,1.75,2.1,17,97,56,1480,118,0.8,97
2020-01-01,SBI_BSE,SBI,BSE,India,INR,Asia,Technology,1.44,211.3,2.47,1.5,1.5,2.3,28,99,45,1580,130,-0.5,96
2020-04-01,SBI_BSE,SBI,BSE,India,INR,Asia,Technology,1.44,211.3,-15.082,-6.5,0.25,0.1,55,100,20,1710,125,-15.0,88
2020-07-01,SBI_BSE,SBI,BSE,India,INR,Asia,Technology,1.44,211.3,-7.549,-4.0,0.25,1.2,26,93,38,1900,120,3.0,90
2020-10-01,SBI_BSE,SBI,BSE,India,INR,Asia,Technology,1.44,211.3,-1.383,-1.8,0.25,1.4,22,90,42,1870,115,4.2,93
2021-01-01,SBI_BSE,SBI,BSE,India,INR,Asia,Technology,1.44,211.3,11.556,5.5,0.25,1.7,21,89,52,1820,112,7.5,95
2021-04-01,SBI_BSE,SBI,BSE,India,INR,Asia,Technology,1.44,211.3,4.436,5.0,0.25,5.0,17,91,62,1780,110,8.0,97
2021-07-01,SBI_BSE,SBI,BSE,India,INR,Asia,Technology,1.44,211.3,9.377,4.5,0.25,6.2,18,93,74,1760,108,6.5,96
2021-10-01,SBI_BSE,SBI,BSE,India,INR,Asia,Technology,1.44,211.3,3.543,4.2,0.25,7.0,17,96,80,1820,112,5.8,94
2022-01-01,SBI_BSE,SBI,BSE,India,INR,Asia,Technology,1.44,211.3,16.158,3.8,0.25,7.9,24,98,95,1900,165,3.5,92
2022-04-01,SBI_BSE,SBI,BSE,India,INR,Asia,Technology,1.44,211.3,0.526,3.5,0.5,8.5,26,103,105,1870,200,2.5,88
2022-07-01,SBI_BSE,SBI,BSE,India,INR,Asia,Technology,1.44,211.3,-0.445,3.0,1.5,8.3,30,108,95,1720,195,1.8,85
2022-10-01,SBI_BSE,SBI,BSE,India,INR,Asia,Technology,1.44,211.3,3.618,2.8,3.0,7.1,22,104,82,1800,180,2.0,88
2023-01-01,SBI_BSE,SBI,BSE,India,INR,Asia,Technology,1.44,211.3,-1.511,2.5,4.25,6.4,21,102,78,1850,175,2.2,87
2023-04-01,SBI_BSE,SBI,BSE,India,INR,Asia,Technology,1.44,211.3,5.498,2.3,4.75,5.0,19,101,73,1960,170,2.5,89
2023-07-01,SBI_BSE,SBI,BSE,India,INR,Asia,Technology,1.44,211.3,9.486,2.1,5.0,4.0,17,100,70,1920,165,2.8,91
2023-10-01,SBI_BSE,SBI,BSE,India,INR,Asia,Technology,1.44,211.3,0.861,1.9,5.25,3.2,14,103,75,2000,160,3.0,90
2019-01-01,MARU_BSE,Maruti,BSE,India,INR,Asia,Energy,1.54,437.8,10.548,3.1,2.25,1.6,16,96,55,1290,110,2.2,100
2019-04-01,MARU_BSE,Maruti,BSE,India,INR,Asia,Energy,1.54,437.8,7.624,3.0,2.5,1.9,13,97,62,1310,112,2.5,98
2019-07-01,MARU_BSE,Maruti,BSE,India,INR,Asia,Energy,1.54,437.8,-0.51,2.9,2.25,1.8,15,98,60,1490,115,1.5,95
2019-10-01,MARU_BSE,Maruti,BSE,India,INR,Asia,Energy,1.54,437.8,12.478,2.8,1.75,2.1,17,97,56,1480,118,0.8,97
2020-01-01,MARU_BSE,Maruti,BSE,India,INR,Asia,Energy,1.54,437.8,1.503,1.5,1.5,2.3,28,99,45,1580,130,-0.5,96
2020-04-01,MARU_BSE,Maruti,BSE,India,INR,Asia,Energy,1.54,437.8,-16.042,-6.5,0.25,0.1,55,100,20,1710,125,-15.0,88
2020-07-01,MARU_BSE,Maruti,BSE,India,INR,Asia,Energy,1.54,437.8,-3.399,-4.0,0.25,1.2,26,93,38,1900,120,3.0,90
2020-10-01,MARU_BSE,Maruti,BSE,India,INR,Asia,Energy,1.54,437.8,0.349,-1.8,0.25,1.4,22,90,42,1870,115,4.2,93
2021-01-01,MARU_BSE,Maruti,BSE,India,INR,Asia,Energy,1.54,437.8,12.819,5.5,0.25,1.7,21,89,52,1820,112,7.5,95
2021-04-01,MARU_BSE,Maruti,BSE,India,INR,Asia,Energy,1.54,437.8,12.829,5.0,0.25,5.0,17,91,62,1780,110,8.0,97
2021-07-01,MARU_BSE,Maruti,BSE,India,INR,Asia,Energy,1.54,437.8,0.358,4.5,0.25,6.2,18,93,74,1760,108,6.5,96
2021-10-01,MARU_BSE,Maruti,BSE,India,INR,Asia,Energy,1.54,437.8,6.627,4.2,0.25,7.0,17,96,80,1820,112,5.8,94
2022-01-01,MARU_BSE,Maruti,BSE,India,INR,Asia,Energy,1.54,437.8,12.996,3.8,0.25,7.9,24,98,95,1900,165,3.5,92
2022-04-01,MARU_BSE,Maruti,BSE,India,INR,Asia,Energy,1.54,437.8,9.429,3.5,0.5,8.5,26,103,105,1870,200,2.5,88
2022-07-01,MARU_BSE,Maruti,BSE,India,INR,Asia,Energy,1.54,437.8,6.399,3.0,1.5,8.3,30,108,95,1720,195,1.8,85
2022-10-01,MARU_BSE,Maruti,BSE,India,INR,Asia,Energy,1.54,437.8,-4.472,2.8,3.0,7.1,22,104,82,1800,180,2.0,88
2023-01-01,MARU_BSE,Maruti,BSE,India,INR,Asia,Energy,1.54,437.8,6.101,2.5,4.25,6.4,21,102,78,1850,175,2.2,87
2023-04-01,MARU_BSE,Maruti,BSE,India,INR,Asia,Energy,1.54,437.8,0.665,2.3,4.75,5.0,19,101,73,1960,170,2.5,89
2023-07-01,MARU_BSE,Maruti,BSE,India,INR,Asia,Energy,1.54,437.8,-0.59,2.1,5.0,4.0,17,100,70,1920,165,2.8,91
2023-10-01,MARU_BSE,Maruti,BSE,India,INR,Asia,Energy,1.54,437.8,4.946,1.9,5.25,3.2,14,103,75,2000,160,3.0,90
2019-01-01,TENC_HKE,Tencent,HKEX,HongKong,HKD,Asia,Finance,1.0,193.7,13.64,3.1,2.25,1.6,16,96,55,1290,110,2.2,100
2019-04-01,TENC_HKE,Tencent,HKEX,HongKong,HKD,Asia,Finance,1.0,193.7,6.159,3.0,2.5,1.9,13,97,62,1310,112,2.5,98
2019-07-01,TENC_HKE,Tencent,HKEX,HongKong,HKD,Asia,Finance,1.0,193.7,7.445,2.9,2.25,1.8,15,98,60,1490,115,1.5,95
2019-10-01,TENC_HKE,Tencent,HKEX,HongKong,HKD,Asia,Finance,1.0,193.7,-0.699,2.8,1.75,2.1,17,97,56,1480,118,0.8,97
2020-01-01,TENC_HKE,Tencent,HKEX,HongKong,HKD,Asia,Finance,1.0,193.7,2.41,1.5,1.5,2.3,28,99,45,1580,130,-0.5,96
2020-04-01,TENC_HKE,Tencent,HKEX,HongKong,HKD,Asia,Finance,1.0,193.7,-9.958,-6.5,0.25,0.1,55,100,20,1710,125,-15.0,88
2020-07-01,TENC_HKE,Tencent,HKEX,HongKong,HKD,Asia,Finance,1.0,193.7,-4.154,-4.0,0.25,1.2,26,93,38,1900,120,3.0,90
2020-10-01,TENC_HKE,Tencent,HKEX,HongKong,HKD,Asia,Finance,1.0,193.7,7.465,-1.8,0.25,1.4,22,90,42,1870,115,4.2,93
2021-01-01,TENC_HKE,Tencent,HKEX,HongKong,HKD,Asia,Finance,1.0,193.7,6.788,5.5,0.25,1.7,21,89,52,1820,112,7.5,95
2021-04-01,TENC_HKE,Tencent,HKEX,HongKong,HKD,Asia,Finance,1.0,193.7,4.373,5.0,0.25,5.0,17,91,62,1780,110,8.0,97
2021-07-01,TENC_HKE,Tencent,HKEX,HongKong,HKD,Asia,Finance,1.0,193.7,4.241,4.5,0.25,6.2,18,93,74,1760,108,6.5,96
2021-10-01,TENC_HKE,Tencent,HKEX,HongKong,HKD,Asia,Finance,1.0,193.7,0.796,4.2,0.25,7.0,17,96,80,1820,112,5.8,94
2022-01-01,TENC_HKE,Tencent,HKEX,HongKong,HKD,Asia,Finance,1.0,193.7,5.199,3.8,0.25,7.9,24,98,95,1900,165,3.5,92
2022-04-01,TENC_HKE,Tencent,HKEX,HongKong,HKD,Asia,Finance,1.0,193.7,2.804,3.5,0.5,8.5,26,103,105,1870,200,2.5,88
2022-07-01,TENC_HKE,Tencent,HKEX,HongKong,HKD,Asia,Finance,1.0,193.7,1.113,3.0,1.5,8.3,30,108,95,1720,195,1.8,85
2022-10-01,TENC_HKE,Tencent,HKEX,HongKong,HKD,Asia,Finance,1.0,193.7,9.198,2.8,3.0,7.1,22,104,82,1800,180,2.0,88
2023-01-01,TENC_HKE,Tencent,HKEX,HongKong,HKD,Asia,Finance,1.0,193.7,-5.148,2.5,4.25,6.4,21,102,78,1850,175,2.2,87
2023-04-01,TENC_HKE,Tencent,HKEX,HongKong,HKD,Asia,Finance,1.0,193.7,-0.771,2.3,4.75,5.0,19,101,73,1960,170,2.5,89
2023-07-01,TENC_HKE,Tencent,HKEX,HongKong,HKD,Asia,Finance,1.0,193.7,-0.557,2.1,5.0,4.0,17,100,70,1920,165,2.8,91
2023-10-01,TENC_HKE,Tencent,HKEX,HongKong,HKD,Asia,Finance,1.0,193.7,1.238,1.9,5.25,3.2,14,103,75,2000,160,3.0,90
2019-01-01,MEIT_HKE,Meituan,HKEX,HongKong,HKD,Asia,Consumer,0.87,69.7,4.55,3.1,2.25,1.6,16,96,55,1290,110,2.2,100
2019-04-01,MEIT_HKE,Meituan,HKEX,HongKong,HKD,Asia,Consumer,0.87,69.7,9.835,3.0,2.5,1.9,13,97,62,1310,112,2.5,98
2019-07-01,MEIT_HKE,Meituan,HKEX,HongKong,HKD,Asia,Consumer,0.87,69.7,2.955,2.9,2.25,1.8,15,98,60,1490,115,1.5,95
2019-10-01,MEIT_HKE,Meituan,HKEX,HongKong,HKD,Asia,Consumer,0.87,69.7,2.842,2.8,1.75,2.1,17,97,56,1480,118,0.8,97
2020-01-01,MEIT_HKE,Meituan,HKEX,HongKong,HKD,Asia,Consumer,0.87,69.7,4.095,1.5,1.5,2.3,28,99,45,1580,130,-0.5,96
2020-04-01,MEIT_HKE,Meituan,HKEX,HongKong,HKD,Asia,Consumer,0.87,69.7,-11.037,-6.5,0.25,0.1,55,100,20,1710,125,-15.0,88
2020-07-01,MEIT_HKE,Meituan,HKEX,HongKong,HKD,Asia,Consumer,0.87,69.7,-7.416,-4.0,0.25,1.2,26,93,38,1900,120,3.0,90
2020-10-01,MEIT_HKE,Meituan,HKEX,HongKong,HKD,Asia,Consumer,0.87,69.7,-0.897,-1.8,0.25,1.4,22,90,42,1870,115,4.2,93
2021-01-01,MEIT_HKE,Meituan,HKEX,HongKong,HKD,Asia,Consumer,0.87,69.7,1.126,5.5,0.25,1.7,21,89,52,1820,112,7.5,95
2021-04-01,MEIT_HKE,Meituan,HKEX,HongKong,HKD,Asia,Consumer,0.87,69.7,2.892,5.0,0.25,5.0,17,91,62,1780,110,8.0,97
